plot_name,plot_id,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,cassava mosaic disease incidence 3-month evaluation			|CO_334:0000196,cassava mosaic disease severity 3-month evaluation			|CO_334:0000192,petiole color visual rating 1-9			|CO_334:0000023,plant height measurement in cm			|CO_334:0000018,STE			|CO_334:0000257,apical pubescence visual rating 0-2			|CO_334:0000309,apical pubescence visual rating 0-7			|CO_334:0000026,first apical branch height measurement in cm			|CO_334:0000106,initial plant vigor assessment 1-5			|CO_334:0000220,initial vigor assessment 1-7			|CO_334:0000009,stem color visual scoring 1-4			|CO_334:0000062,Broken Stem,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2229P0090_2639,3496891,TMS21F2229P0090,2639,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2229P0091_2640,3495892,TMS21F2229P0091,2640,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2229P0092_2641,3495783,TMS21F2229P0092,2641,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2229P0093_2642,3495693,TMS21F2229P0093,2642,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2229P0094_2643,3494262,TMS21F2229P0094,2643,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2229P0095_2644,3492524,TMS21F2229P0095,2644,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2229P0096_2645,3495735,TMS21F2229P0096,2645,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2229P0097_2646,3493477,TMS21F2229P0097,2646,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2229P0098_2647,3494792,TMS21F2229P0098,2647,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2229P0099_2648,3495106,TMS21F2229P0099,2648,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2229P0100_2649,3496139,TMS21F2229P0100,2649,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0001_2650,3496569,TMS21F2230P0001,2650,1,,1,,,,,,200,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0002_2651,3493571,TMS21F2230P0002,2651,1,,1,,,,,,111.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0003_2652,3496321,TMS21F2230P0003,2652,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0004_2653,3492538,TMS21F2230P0004,2653,1,,1,,,,,,94.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0005_2654,3493750,TMS21F2230P0005,2654,1,,1,,,,,,101.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0006_2655,3495411,TMS21F2230P0006,2655,1,,1,,,,,,73,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0007_2656,3496294,TMS21F2230P0007,2656,1,,1,,,,,,93.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0008_2657,3491471,TMS21F2230P0008,2657,1,,1,,,,,,129.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0009_2658,3496052,TMS21F2230P0009,2658,1,,1,,,,,,117,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0010_2659,3496066,TMS21F2230P0010,2659,1,,1,,,,,,127,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0011_2660,3494139,TMS21F2230P0011,2660,1,,1,,,,,,96.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0012_2661,3492583,TMS21F2230P0012,2661,1,,1,,,,,,106.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0013_2662,3495591,TMS21F2230P0013,2662,1,,1,,,,,,133.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0014_2663,3493802,TMS21F2230P0014,2663,1,,1,,,,,,95,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0015_2664,3496121,TMS21F2230P0015,2664,1,,1,,,,,,110.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0016_2665,3495645,TMS21F2230P0016,2665,1,,1,,,,,,140.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0017_2666,3495962,TMS21F2230P0017,2666,1,,1,,,,,,130,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0018_2667,3496865,TMS21F2230P0018,2667,1,,1,,,,,,58,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0019_2668,3496182,TMS21F2230P0019,2668,1,,1,,,,,,97.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0020_2669,3496049,TMS21F2230P0020,2669,1,,1,,,,,,92.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0021_2670,3495203,TMS21F2230P0021,2670,1,,1,,,,,,65,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0022_2671,3493666,TMS21F2230P0022,2671,1,,1,,,,,,79.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0023_2672,3494465,TMS21F2230P0023,2672,1,,1,,,,,,60.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0024_2673,3491411,TMS21F2230P0024,2673,1,,1,,,,,,90.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0025_2674,3496029,TMS21F2230P0025,2674,1,,1,,,,,,110.7,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0026_2675,3494364,TMS21F2230P0026,2675,1,,1,,,,,,117.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0027_2676,3493565,TMS21F2230P0027,2676,1,,1,,,,,,136.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0028_2677,3493237,TMS21F2230P0028,2677,1,,1,,,,,,143.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0029_2678,3495028,TMS21F2230P0029,2678,1,,1,,,,,,144.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0030_2679,3495131,TMS21F2230P0030,2679,1,,1,,,,,,144.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0031_2680,3495402,TMS21F2230P0031,2680,1,,1,,,,,,143.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0032_2681,3494195,TMS21F2230P0032,2681,1,,1,,,,,,141.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0033_2682,3494728,TMS21F2230P0033,2682,1,,1,,,,,,128.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0034_2683,3492341,TMS21F2230P0034,2683,1,,1,,,,,,108.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0035_2684,3494741,TMS21F2230P0035,2684,1,,1,,,,,,139,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0036_2685,3496306,TMS21F2230P0036,2685,1,,1,,,,,,131.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0037_2686,3493236,TMS21F2230P0037,2686,1,,1,,,,,,111.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0038_2687,3493424,TMS21F2230P0038,2687,1,,1,,,,,,95,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0039_2688,3491644,TMS21F2230P0039,2688,1,,1,,,,,,135.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0040_2689,3494072,TMS21F2230P0040,2689,1,,1,,,,,,123,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0041_2690,3495577,TMS21F2230P0041,2690,1,,1,,,,,,123,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0042_2691,3495938,TMS21F2230P0042,2691,1,,1,,,,,,128,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0043_2692,3493111,TMS21F2230P0043,2692,1,,1,,,,,,142,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0044_2693,3491243,TMS21F2230P0044,2693,1,,1,,,,,,136.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0045_2694,3491675,TMS21F2230P0045,2694,1,,1,,,,,,139.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0046_2695,3496536,TMS21F2230P0046,2695,1,,1,,,,,,128.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0047_2696,3494011,TMS21F2230P0047,2696,1,,1,,,,,,149,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0048_2697,3496739,TMS21F2230P0048,2697,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0049_2698,3491567,TMS21F2230P0049,2698,1,,1,,,,,,112.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0050_2699,3493668,TMS21F2230P0050,2699,1,,1,,,,,,73,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0051_2700,3492210,TMS21F2230P0051,2700,1,,1,,,,,,50,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0052_2701,3496069,TMS21F2230P0052,2701,1,,1,,,,,,121.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0053_2702,3493898,TMS21F2230P0053,2702,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0054_2703,3492339,TMS21F2230P0054,2703,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0055_2704,3494375,TMS21F2230P0055,2704,1,,1,,,,,,128.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0056_2705,3494815,TMS21F2230P0056,2705,1,,1,,,,,,107.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0057_2706,3495953,TMS21F2230P0057,2706,1,,1,,,,,,65,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0058_2707,3493395,TMS21F2230P0058,2707,1,,1,,,,,,93.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0059_2708,3493162,TMS21F2230P0059,2708,1,,1,,,,,,93,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0060_2709,3493758,TMS21F2230P0060,2709,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0061_2710,3493527,TMS21F2230P0061,2710,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0062_2711,3496160,TMS21F2230P0062,2711,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0063_2712,3491864,TMS21F2230P0063,2712,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0064_2713,3496765,TMS21F2230P0064,2713,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0065_2714,3491255,TMS21F2230P0065,2714,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0066_2715,3495961,TMS21F2230P0066,2715,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0067_2716,3492424,TMS21F2230P0067,2716,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0068_2717,3493484,TMS21F2230P0068,2717,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2230P0069_2718,3493436,TMS21F2230P0069,2718,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0001_2719,3493022,TMS21F2231P0001,2719,1,,1,,,,,,46.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0002_2720,3493969,TMS21F2231P0002,2720,1,,1,,,,,,91.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0003_2721,3495314,TMS21F2231P0003,2721,1,,1,,,,,,95.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0004_2722,3493368,TMS21F2231P0004,2722,1,,1,,,,,,95,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0005_2723,3491788,TMS21F2231P0005,2723,1,,1,,,,,,124.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0006_2724,3493673,TMS21F2231P0006,2724,1,,1,,,,,,50,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0007_2725,3492746,TMS21F2231P0007,2725,1,,1,,,,,,111.1,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0008_2726,3493181,TMS21F2231P0008,2726,1,,1,,,,,,96.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0009_2727,3491059,TMS21F2231P0009,2727,1,,1,,,,,,79.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0010_2728,3495541,TMS21F2231P0010,2728,1,,1,,,,,,109.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0011_2729,3491789,TMS21F2231P0011,2729,1,,1,,,,,,33,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0012_2730,3493701,TMS21F2231P0012,2730,1,,1,,,,,,70.5,,,,,,,,TRUE,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0013_2731,3493550,TMS21F2231P0013,2731,1,,1,,,,,,94.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0014_2732,3491302,TMS21F2231P0014,2732,1,,1,,,,,,96.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0015_2733,3492188,TMS21F2231P0015,2733,1,,1,,,,,,55,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0016_2734,3492304,TMS21F2231P0016,2734,1,,1,,,,,,145,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0017_2735,3495395,TMS21F2231P0017,2735,1,,1,,,,,,88.8,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0018_2736,3491122,TMS21F2231P0018,2736,1,,1,,,,,,99.1,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0019_2737,3492137,TMS21F2231P0019,2737,1,,1,,,,,,123.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0020_2738,3496681,TMS21F2231P0020,2738,1,,1,,,,,,94.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0021_2739,3496211,TMS21F2231P0021,2739,1,,1,,,,,,93.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0022_2740,3494776,TMS21F2231P0022,2740,1,,1,,,,,,89.7,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0023_2741,3496699,TMS21F2231P0023,2741,1,,1,,,,,,113,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0024_2742,3491162,TMS21F2231P0024,2742,1,,1,,,,,,29.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0025_2743,3493155,TMS21F2231P0025,2743,1,,1,,,,,,82.1,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0026_2744,3492520,TMS21F2231P0026,2744,1,,1,,,,,,39,,,,,,,,TRUE,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0027_2745,3496276,TMS21F2231P0027,2745,1,,1,,,,,,NA,,,,,,,,TRUE,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0028_2746,3496692,TMS21F2231P0028,2746,1,,1,,,,,,115,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0029_2747,3490932,TMS21F2231P0029,2747,1,,1,,,,,,63.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0030_2748,3495942,TMS21F2231P0030,2748,1,,1,,,,,,89.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0031_2749,3491198,TMS21F2231P0031,2749,1,,1,,,,,,74.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0032_2750,3491290,TMS21F2231P0032,2750,1,,1,,,,,,87.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0033_2751,3492719,TMS21F2231P0033,2751,1,,1,,,,,,110,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0034_2752,3495199,TMS21F2231P0034,2752,1,,1,,,,,,92.8,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0035_2753,3496764,TMS21F2231P0035,2753,1,,1,,,,,,95.7,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0036_2754,3495129,TMS21F2231P0036,2754,1,,1,,,,,,89,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0037_2755,3496075,TMS21F2231P0037,2755,1,,1,,,,,,70.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0038_2756,3493638,TMS21F2231P0038,2756,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0039_2757,3491454,TMS21F2231P0039,2757,1,,1,,,,,,84.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0040_2758,3492733,TMS21F2231P0040,2758,1,,1,,,,,,67.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0041_2759,3495944,TMS21F2231P0041,2759,1,,1,,,,,,69,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0042_2760,3493861,TMS21F2231P0042,2760,1,,1,,,,,,84.7,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0043_2761,3494770,TMS21F2231P0043,2761,1,,1,,,,,,90.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0044_2762,3496615,TMS21F2231P0044,2762,1,,1,,,,,,66.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0045_2763,3491380,TMS21F2231P0045,2763,1,,1,,,,,,45,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0046_2764,3493836,TMS21F2231P0046,2764,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0047_2765,3491921,TMS21F2231P0047,2765,1,,1,,,,,,68.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0048_2766,3493387,TMS21F2231P0048,2766,1,,1,,,,,,76,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0049_2767,3493482,TMS21F2231P0049,2767,1,,1,,,,,,113.1,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0050_2768,3493097,TMS21F2231P0050,2768,1,,1,,,,,,34.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0051_2769,3493014,TMS21F2231P0051,2769,1,,1,,,,,,108.9,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0052_2770,3491880,TMS21F2231P0052,2770,1,,1,,,,,,80,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0053_2771,3492241,TMS21F2231P0053,2771,1,,1,,,,,,40,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0054_2772,3493902,TMS21F2231P0054,2772,1,,1,,,,,,25.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0055_2773,3492302,TMS21F2231P0055,2773,1,,1,,,,,,42.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0056_2774,3495825,TMS21F2231P0056,2774,1,,1,,,,,,57.7,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0057_2775,3496128,TMS21F2231P0057,2775,1,,1,,,,,,85.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0058_2776,3491440,TMS21F2231P0058,2776,1,,1,,,,,,84,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0059_2777,3493508,TMS21F2231P0059,2777,1,,1,,,,,,84,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0060_2778,3495574,TMS21F2231P0060,2778,1,,1,,,,,,68,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0061_2779,3492132,TMS21F2231P0061,2779,1,,1,,,,,,60.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0062_2780,3493568,TMS21F2231P0062,2780,1,,1,,,,,,96.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0063_2781,3494134,TMS21F2231P0063,2781,1,,1,,,,,,79,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0064_2782,3496770,TMS21F2231P0064,2782,1,,1,,,,,,58.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0065_2783,3495592,TMS21F2231P0065,2783,1,,1,,,,,,50.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0066_2784,3494401,TMS21F2231P0066,2784,1,,1,,,,,,95,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0067_2785,3494009,TMS21F2231P0067,2785,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0068_2786,3491430,TMS21F2231P0068,2786,1,,1,,,,,,110.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0069_2787,3491885,TMS21F2231P0069,2787,1,,1,,,,,,124,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0070_2788,3495209,TMS21F2231P0070,2788,1,,1,,,,,,85,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0071_2789,3494826,TMS21F2231P0071,2789,1,,1,,,,,,78.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0072_2790,3496413,TMS21F2231P0072,2790,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0073_2791,3492395,TMS21F2231P0073,2791,1,,1,,,,,,76.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0074_2792,3493121,TMS21F2231P0074,2792,1,,1,,,,,,21,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0075_2793,3496698,TMS21F2231P0075,2793,1,,1,,,,,,57,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0076_2794,3494193,TMS21F2231P0076,2794,1,,1,,,,,,71.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0077_2795,3491365,TMS21F2231P0077,2795,1,,1,,,,,,55.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0078_2796,3491608,TMS21F2231P0078,2796,1,,1,,,,,,80,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0079_2797,3495294,TMS21F2231P0079,2797,1,,1,,,,,,51.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0080_2798,3494994,TMS21F2231P0080,2798,1,,1,,,,,,25,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0081_2799,3494500,TMS21F2231P0081,2799,1,,1,,,,,,52,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0082_2800,3494462,TMS21F2231P0082,2800,1,,1,,,,,,48,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0083_2801,3494019,TMS21F2231P0083,2801,1,,1,,,,,,54.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0084_2802,3492384,TMS21F2231P0084,2802,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0085_2803,3496376,TMS21F2231P0085,2803,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0086_2804,3494176,TMS21F2231P0086,2804,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0087_2805,3496456,TMS21F2231P0087,2805,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0088_2806,3492551,TMS21F2231P0088,2806,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0089_2807,3495241,TMS21F2231P0089,2807,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0090_2808,3494940,TMS21F2231P0090,2808,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0091_2809,3494641,TMS21F2231P0091,2809,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0092_2810,3495795,TMS21F2231P0092,2810,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2231P0093_2811,3495545,TMS21F2231P0093,2811,1,,1,,,,,,,,,,,,,,,,,,
