TRIAL,YEAR_HARVEST,LOCATION,TRIAL_TYPE,PLOT_NAME,ACCESSION_NAME,PEDIGREE,FAMILY,DARTSEQLD,PLOT_NUMBER,BLOCK_NUMBER,IS_A_CONTROL,REP_NUMBER,RANGE_NUMBER,ROW_NUMBER,COL_NUMBER,SPROUT,SPRTCT1,SPRTCT3,VIGOR,CMD1S,CMD1I,CMD3S,MCMDS,CMD3I,MCMDI,CBB3S,CBB3I,PUBESEVERITY3,APICOL3,PETCOL3,LCOL3,LFSHP3,PLTHT1,BRNHT1,PLTHT2,BRNHT2,PLTHT3,BRNHT3,PLTHT3MAP,BRNHT3MAP,PLTHT4,PLTHT5,PLTHT6,PLTHT8MAP,PLTHT,BRNHT4,BRNHT5,BRNHT,BRNHT6,BRNHT8MAP,LVBRH4,LVBRH5,LVBRH6,LVBRH8MAP,STEMGIRTH4,STEMGIRTH5,STEMGIRTH6,STEMGIRTH8MAP,NOHAV,RTNO,RTROT,RTSZ,RTSHP,RTOUTCOL,RTINNCOL,PLPCOL,TC,NKLGT,EASEPL,SHTWT,RTWT,DM,FYLD,DYLD,HI,TYLD,L.1,A.1,B.1,L.2,A.2,B.2,L,A,B
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2251P0021_810,TMS21F2251P0021,TMS18F1159P0011/?,TMS21F2251,,810,41,,1,,41,10,1,5,5,7,1,0,1,1,0,0,2,0.6,0,7,7,5,5,55,40,55,40,60,40,56.7,40,145,155,135,145,94,50,45,43,45,46.7,2,3,2,2.3,0.7,0.9,0.8,0.8,5,19,0,5,2,3,1,1,1,3,1,10.85,7.65,35.54,18.36,6.525144,0.413513514,26.04,89.97,-0.31,16.41,89.18,-0.25,16.2,89.575,-0.28,16.305
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2074P0012_811,TMS21F2074P0012,TMS18F1309P0044/TMS18F1420P0006,TMS21F2074,,811,41,,1,,41,11,1,5,5,5,1,0,1,1,0,0,3,0.6,0,7,7,5,5,60,0,55,0,65,0,60,0,160,170,185,171.7,102,,,,,,,,,,0.5,0.4,0.6,0.5,5,30,2,3,2,3,1,1,1,3,1,8.55,4.95,42.29,11.88,5.024052,0.366666667,20.52,89.27,0.29,14.68,89.27,0.29,14.68,89.27,0.29,14.68
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS18F1562P0004_812,TMS18F1562P0004,IITA-TMS-IBA071313/IITA-TMS-IBA930007,TMS18F1562,DARTSEQLD,812,41,,1,,41,12,1,5,5,5,1,0,1,1,0,0,2,0.6,0,7,7,5,5,60,50,60,0,60,50,60,33.3,135,165,165,155,96,55,120,55,60,78.3,1,1,1,1,0.7,0.7,0.7,0.7,5,14,0,3,2,3,1,1,1,3,1,4.65,4.5,44.66,10.8,4.82328,0.491803279,11.16,86.59,0.01,14.74,88.1,0.2,15.23,87.345,0.105,14.985
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2228P0044_813,TMS21F2228P0044,TMS15F1302P0020/?,TMS21F2228,,813,41,,1,,41,13,1,5,5,5,4,1,3,3.5,1,1,2,0.6,0,7,7,5,5,85,0,60,0,100,0,81.7,0,210,165,215,196.7,124,185,,,95,140,1,,1,1,0.8,0.6,1.1,0.8,5,23,0,5,2,3,1,2,2,3,1,9.3,7.3,35.42,17.52,6.205584,0.439759036,22.32,87.17,0.07,28.28,87.21,0.1,27.93,87.19,0.085,28.105
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2184P0003_814,TMS21F2184P0003,TMS18F1178P0025/TMS18F1539P0086,TMS21F2184,,814,41,,1,,41,14,1,5,3,5,1,0,1,1,0,0,2,1,0,5,5,5,5,60,50,75,50,0,0,45,33.3,120,125,105,116.7,76,65,55,44,50,56.7,1,1,1,1,1,0.7,0.8,0.8,3,24,0,5,2,2,3,1,1,3,1,3.5,6.95,39.8,16.68,6.63864,0.66507177,8.4,90.5,0.31,16.06,88.64,0.46,15.95,89.57,0.385,16.005
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2032P0003_815,TMS21F2032P0003,TMS15F1302P0027/TMS18F1157P0033,TMS21F2032,,815,41,,1,,41,15,1,5,5,7,1,0,1,1,0,0,2,1,0,7,7,5,5,55,0,55,0,65,0,58.3,0,130,135,140,135,88,,,,115,115,,,1,1,0.6,0.5,1.1,0.7,5,7,0,5,2,3,1,1,1,3,1,5.5,3.7,38.06,8.88,3.379728,0.402173913,13.2,89.62,0,15.57,87.87,0.02,15.24,88.745,0.01,15.405
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2235P0006_816,TMS21F2235P0006,TMS14F1306P0015/?,TMS21F2235,,816,41,,1,,41,16,1,5,5,5,1,0,1,1,0,0,2,0.8,0,7,8,5,5,60,0,55,0,50,0,55,0,160,120,200,160,89,,,,100,100,,,1,1,0.7,0.5,1.2,0.8,5,20,0,5,2,3,1,1,1,3,1,6.8,8.4,40.22,20.16,8.108352,0.552631579,16.32,90.94,-0.01,14.91,90.31,0,14.74,90.625,-0.005,14.825
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2233P0078_817,TMS21F2233P0078,TMS15F1394P0007/?,TMS21F2233,,817,41,,1,,41,17,0.8,4,4,3,1,0,1,1,0,0,2,1,0,7,7,5,5,50,0,40,0,55,0,48.3,0,170,155,130,151.7,94,,,,65,65,,,1,1,0.7,0.7,0.7,0.7,3,8,2,5,2,3,1,1,1,3,1,4,4.65,43.77,11.16,4.884732,0.537572254,9.6,87.69,0.06,29.61,87.69,0.02,29.65,87.69,0.04,29.63
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA070593_818,IITA-TMS-IBA070593,IITA-TMS-IBA011277/IITA-TMS-IBA990067,IITA-TMS-IBA070593,DARTSEQLD,818,41,1,1,,41,18,1,5,5,5,1,0,1,1,0,0,2,0.6,0,7,7,5,5,70,25,75,25,75,30,73.3,26.7,160,145,150,151.7,105,40,25,29,30,31.7,3,3,3,3,1,0.8,0.1,0.7,5,11,0,5,2,3,2,3,3,3,1,8.15,6.9,39.25,16.56,6.4998,0.458471761,19.56,85.43,2.3,42.73,84.23,2.37,41.96,84.83,2.335,42.345
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS18F1015P0015_819,TMS18F1015P0015,TMS15F1069P0007/TMS15F1367P0001,TMS18F1015,DARTSEQLD,819,41,,1,,41,19,1,5,5,5,1,0,1,1,0,0,2,0.8,0,7,3,5,5,60,55,65,60,65,45,63.3,53.3,145,160,170,158.3,99,40,55,51,55,50,2,2,3,2.3,0.7,0.7,0.9,0.8,5,28,2,5,2,3,1,2,2,3,1,9.85,10.25,42.08,24.6,10.35168,0.509950249,23.64,90.23,0.13,28.93,85.68,0.04,27.44,87.955,0.085,28.185
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2232P0026_820,TMS21F2232P0026,TMS18F1294P0011/?,TMS21F2232,,820,41,,1,,41,20,0.4,2,2,3,3,1,4,3.5,1,1,2,1,0,7,9,5,5,0,0,45,0,0,0,15,0,165,190,,177.5,80,,,,,,,,,,0.6,1,,0.8,2,4,2,3,2,2,1,1,1,3,1,3.95,2.5,40.46,6,2.4276,0.387596899,9.48,88.1,0.32,17.27,87.42,0.14,16.24,87.76,0.23,16.755
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2033P0002_821,TMS21F2033P0002,TMS15F1302P0027/TMS18F1095P0041,TMS21F2033,,821,42,,1,,42,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2050P0001_822,TMS21F2050P0001,TMS15F1474P0007/TMS15F1329P0005,TMS21F2050,,822,42,,1,,42,19,1,5,5,3,3,1,3,3,1,1,3,0.8,2,7,7,5,5,75,60,60,55,40,0,58.3,38.3,145,140,145,143.3,92,65,65,49,,65,1,1,,1,0.8,0.7,0.8,0.8,5,12,0,5,2,3,1,1,1,3,1,5.45,3.3,40.37,7.92,3.197304,0.377142857,13.08,87.72,0.1,16.7,89.65,0.04,16.46,88.685,0.07,16.58
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F1987P0009_823,TMS21F1987P0009,TMS15F1279P0006/TMS14F1285P0006,TMS21F1987,,823,42,,1,,42,18,1,5,5,3,1,0,1,1,0,0,3,1,0,7,7,5,5,65,50,45,35,55,40,55,41.7,105,110,135,116.7,76,45,40,42,50,45,2,2,1,1.7,0.8,0.6,0.8,0.7,5,8,2,5,2,3,1,1,1,3,1,4.8,5.1,41.96,12.24,5.135904,0.515151515,11.52,88.97,0.04,14.41,90.12,0.16,14.98,89.545,0.1,14.695
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F1982P0021_824,TMS21F1982P0021,TMS18F1286P0003/TMS14F1285P0006,TMS21F1982,,824,42,,1,,42,17,1,5,5,5,1,0,1,1,0,0,2,0.6,2,7,7,5,5,50,0,65,40,60,0,58.3,13.3,140,140,145,141.7,91,60,80,36,85,75,1,1,1,1,0.7,0.8,0.7,0.7,5,24,0,5,2,3,1,1,1,3,1,4.3,9.3,43.5,22.32,9.7092,0.683823529,10.32,89.41,0.09,14.67,86.95,0.12,14.82,88.18,0.105,14.745
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS13F1343P0022_825,TMS13F1343P0022,IITA-TMS-IBA970425/IITA-TMS-IBA930007,TMS13F1343,DARTSEQLD,825,42,1,1,,42,16,1,5,5,5,1,0,1,1,0,0,2,0.4,1,7,7,5,5,,0,,0,0,0,0,0,85,90,75,83.3,,,,,,,,,,,0.4,0.4,0.3,0.4,5,18,0,3,2,3,1,1,1,3,1,2.2,4.15,,9.96,,0.653543307,5.28,87.03,0.52,13.93,89.68,0.55,14.04,88.355,0.535,13.985
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS15F1100P0005_826,TMS15F1100P0005,TMS13F1122P0003/TMS13F1307P0011,TMS15F1100,DARTSEQLD,826,42,,1,,42,15,1,5,5,7,1,0,1,1,0,0,3,0.6,0,7,7,5,5,80,65,85,75,75,65,80,68.3,155,145,160,153.3,108,80,,,70,75,1,,1,1,0.9,0.5,0.8,0.7,5,19,0,5,2,3,1,1,1,3,1,5.45,8.4,36.92,20.16,7.443072,0.606498195,13.08,,,,,,,,,
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2063P0002_827,TMS21F2063P0002,TMS18F1294P0011/TMS18F1288P0003,TMS21F2063,,827,42,,1,,42,14,1,5,5,7,1,0,1,1,0,0,3,0.4,1,7,9,3,5,55,0,100,0,105,95,86.7,31.7,190,235,165,196.7,137,,95,,100,97.5,,1,1,1,0.9,1.1,1,1,5,3,0,5,2,3,1,1,1,3,1,6,0.65,,1.56,,0.097744361,14.4,,,,,,,,,
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F1975P0034_828,TMS21F1975P0034,TMS15F1329P0005/TMS14F1285P0006,TMS21F1975,,828,42,,1,,42,13,0.6,3,3,5,1,0,1,1,0,0,3,1,0,7,7,5,5,70,55,55,45,0,0,41.7,33.3,115,115,190,140,71,60,50,42,45,51.7,2,2,2,2,0.6,0.7,0.6,0.7,3,6,2,3,2,2,1,1,1,3,1,1.6,2.3,42.96,5.52,2.371392,0.58974359,3.84,85.72,0.34,14.33,86.08,0.4,14.39,85.9,0.37,14.36
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2259P0012_829,TMS21F2259P0012,TMS18F1539P0086/?,TMS21F2259,,829,42,,1,,42,12,1,5,5,3,1,0,1,1,0,0,2,0.6,0,7,7,5,5,55,35,60,25,50,20,55,26.7,145,125,165,145,87,35,45,32,35,38.3,4,2,2,2.7,0.8,0.6,0.7,0.7,5,11,2,3,2,2,1,1,1,3,1,6.9,2.85,37.81,6.84,2.586204,0.292307692,16.56,89.1,-0.05,16.53,88.59,0.03,16.26,88.845,-0.01,16.395
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA070593_830,IITA-TMS-IBA070593,IITA-TMS-IBA011277/IITA-TMS-IBA990067,IITA-TMS-IBA070593,DARTSEQLD,830,42,1,1,,42,11,1,5,5,5,1,0,1,1,0,0,2,1,0,7,7,5,5,,0,,0,0,0,0,0,130,125,115,123.3,,45,35,16,45,41.7,2,3,2,2.3,0.5,0.6,0.5,0.5,5,9,0,3,2,3,1,1,1,3,1,4.4,2.15,39.25,5.16,2.0253,0.328244275,10.56,81.92,1.96,37.98,81.43,2.02,36.79,81.675,1.99,37.385
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2084P0014_831,TMS21F2084P0014,TMS13F1304P0003/TMS15F1302P0027,TMS21F2084,,831,42,,1,,42,10,1,5,5,7,1,0,1,1,0,0,2,0.2,2,5,3,5,5,55,0,55,0,55,0,55,0,125,115,135,125,81,,,,,,,,,,0.5,0.7,0.8,0.7,5,39,0,5,2,2,1,2,2,3,1,5.45,13.7,42.81,32.88,14.075928,0.7154047,13.08,84.51,0.52,29.7,86.48,0.23,29.45,85.495,0.375,29.575
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2245P0083_832,TMS21F2245P0083,TMS18F1047P0024/?,TMS21F2245,,832,42,,1,,42,9,1,5,5,5,4,1,4,4,1,1,3,0.4,0,7,7,5,5,75,0,75,0,95,0,81.7,0,135,155,140,143.3,107,,,,,,,,,,0.5,0.7,0.5,0.6,5,18,0,3,2,3,1,1,1,3,1,2.35,2.05,31.73,4.92,1.561116,0.465909091,5.64,89.36,0.12,16.12,88.91,0.22,16.43,89.135,0.17,16.275
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2084P0024_833,TMS21F2084P0024,TMS13F1304P0003/TMS15F1302P0027,TMS21F2084,,833,42,,1,,42,8,1,5,5,3,1,0,1,1,0,0,3,0.4,2,5,7,5,5,40,0,45,0,45,0,43.3,0,130,125,125,126.7,77,,,,,,,,,,0.4,0.7,0.8,0.6,5,16,0,3,2,3,1,1,1,3,1,3.1,4.45,38.61,10.68,4.123548,0.589403974,7.44,88.93,0.7,16.03,88.67,0.7,15.19,88.8,0.7,15.61
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2002P0010_834,TMS21F2002P0010,TMS18F1419P0037/TMS18F1033P0018,TMS21F2002,,834,42,,1,,42,7,0.2,1,1,5,1,0,1,1,0,0,2,1,1,7,7,5,5,85,70,0,0,0,0,28.3,23.3,165,,,165,,80,,,,80,2,,,2,0.8,,,0.8,1,7,2,3,2,3,1,1,1,3,1,1.25,1.9,41.52,4.56,1.893312,0.603174603,3,90.87,0.01,15.39,89.86,0.01,15.14,90.365,0.01,15.265
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2255P0072_835,TMS21F2255P0072,TMS18F1298P0026/?,TMS21F2255,,835,42,,1,,42,6,1,5,5,7,1,0,1,1,0,0,3,0.8,0,7,7,5,5,95,70,85,65,65,50,81.7,61.7,170,150,155,158.3,113,75,65,65,60,66.7,1,1,1,1,0.9,0.7,0.7,0.8,5,32,0,5,2,3,1,1,1,3,1,6.1,10.35,43.93,24.84,10.912212,0.629179331,14.64,89.88,0.04,15.27,87.74,0.08,15.09,88.81,0.06,15.18
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2080P0005_836,TMS21F2080P0005,TMS18F1288P0003/TMS18F1269P0003,TMS21F2080,,836,42,,1,,42,5,1,5,5,5,1,0,1,1,0,0,3,0.4,2,7,9,3,5,65,0,65,0,65,0,65,0,180,180,205,188.3,111,140,135,55,180,151.7,1,1,1,1,0.7,0.8,0.9,0.8,4,3,0,3,,,,,,,,10.25,0.05,,0.12,,0.004854369,24.6,,,,,,,,,
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2147P0005_837,TMS21F2147P0005,TMS18F1420P0006/TMS18F1419P0037,TMS21F2147,,837,42,,1,,42,4,0.8,4,4,3,1,0,1,1,0,0,2,0.3,0,7,7,5,5,30,0,35,0,45,0,36.7,0,85,80,95,86.7,55,50,35,17,,42.5,1,1,,1,0.6,0.8,0.5,0.6,4,9,2,3,2,3,1,1,1,3,1,1.75,1.25,44.88,3,1.3464,0.416666667,4.2,88.66,0.13,16.77,83.55,0.3,15.33,86.105,0.215,16.05
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F1979P0024_838,TMS21F1979P0024,TMS18F1163P0020/TMS14F1285P0006,TMS21F1979,,838,42,,1,,42,3,0.8,4,4,3,1,0,2,1.5,0.3,0.1,3,1,1,7,7,5,5,55,0,50,0,0,0,35,0,120,120,140,126.7,69,75,65,28,30,56.7,1,2,3,2,0.6,0.7,0.6,0.7,4,18,2,5,2,3,1,1,1,3,1,3.5,6.6,36.26,15.84,5.743584,0.653465347,8.4,89.27,-0.38,14.58,90.08,-0.4,14.85,89.675,-0.39,14.715
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F1996P0010_839,TMS21F1996P0010,TMS18F1539P0086/TMS14F1285P0006,TMS21F1996,,839,42,,1,,42,2,1,5,5,7,1,0,1,1,0,0,2,0.6,1,7,7,5,5,70,55,65,45,60,45,65,48.3,120,140,151,137,91,45,30,44,50,41.7,1,3,1,1.7,0.5,0.6,0.4,0.5,5,25,0,5,2,2,2,1,1,3,1,5.1,7.45,41.81,17.88,7.475628,0.593625498,12.24,89.95,0.18,15.61,86.73,0.24,14.76,88.34,0.21,15.185
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2046P0001_840,TMS21F2046P0001,TMS15F1302P0020/TMS18F1288P0003,TMS21F2046,,840,42,,1,,42,1,1,5,5,7,1,0,1,1,0,0,3,0.8,1,7,9,5,5,80,65,90,50,95,45,88.3,53.3,175,180,190,181.7,124,55,60,55,70,61.7,3,2,2,2.3,1.2,1,1,1.1,4,29,2,5,2,3,1,1,1,3,1,13.4,15.7,42.88,37.68,16.157184,0.5395189,32.16,89.59,0.09,16.69,88.55,0.26,16.6,89.07,0.175,16.645
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS18F1286P0003_841,TMS18F1286P0003,TMS13F1088P0007/IITA-TMS-IBA972205,TMS18F1286,DARTSEQLD,841,43,,1,,43,1,1,5,5,5,1,0,1,1,0,0,2,0.6,0,7,7,5,5,70,25,60,35,65,25,65,28.3,180,170,160,170,109,30,40,31,25,31.7,2,1,2,1.7,0.8,0.9,0.8,0.8,5,31,2,5,2,3,1,1,1,3,1,12.1,11.2,40.66,26.88,10.929408,0.480686695,29.04,88.45,-0.05,16.23,87.69,-0.07,16.08,88.07,-0.06,16.155
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2248P0031_842,TMS21F2248P0031,TMS18F1286P0003/?,TMS21F2248,,842,43,,1,,43,2,1,5,5,5,4,1,4,4,1,1,2,1,0,7,7,5,5,60,0,75,0,90,75,75,25,145,130,130,135,100,85,,,,85,1,,,1,0.7,0.5,0.5,0.6,5,34,2,3,2,2,1,1,1,3,1,4.75,4.5,38.81,10.8,4.19148,0.486486486,11.4,88.35,0.41,15.82,86.41,0.46,16.54,87.38,0.435,16.18
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2139P0015_843,TMS21F2139P0015,TMS18F1420P0006/TMS15F1100P0005,TMS21F2139,,843,43,,1,,43,3,1,5,5,5,2,0.2,3,2.5,1,0.6,3,1,0,7,7,5,5,65,0,60,0,70,0,65,0,155,140,170,155,98,,,,165,165,,,1,1,0.5,0.5,0.7,0.6,5,8,2,3,2,3,1,1,1,3,1,3.4,2.35,40.66,5.64,2.293224,0.408695652,8.16,87.98,0.1,17.08,84.57,0.05,15.91,86.275,0.075,16.495
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMEB419_844,TMEB419,,TMEB419,DARTSEQLD,844,43,1,1,,43,4,1,5,5,5,1,0,3,2,0.2,0.1,2,0.6,0,5,7,5,5,50,0,55,0,40,0,48.3,0,105,130,115,116.7,76,,,,,,,,,,0.6,0.7,0.6,0.7,5,13,2,5,2,3,1,1,1,3,1,3,4.1,,9.84,,0.577464789,7.2,90.42,-0.19,14.73,89.82,-0.19,14.54,90.12,-0.19,14.635
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2049P0004_845,TMS21F2049P0004,TMS15F1474P0007/TMS18F1309P0044,TMS21F2049,,845,43,,1,,43,5,1,5,5,5,1,0,1,1,0,0,3,0.4,2,7,9,3,5,55,0,70,55,75,55,66.7,36.7,175,165,170,170,108,70,65,49,55,63.3,2,2,2,2,1.1,1,1,1,5,21,2,5,2,3,1,1,1,3,1,8.95,10.6,36.92,25.44,9.392448,0.542199488,21.48,87.77,0.49,16.27,86.03,0.09,15.65,86.9,0.29,15.96
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2251P0035_846,TMS21F2251P0035,TMS18F1159P0011/?,TMS21F2251,,846,43,,1,,43,6,0.4,2,2,5,1,0,1,1,0,0,3,1,0,7,7,5,5,55,30,0,0,0,0,18.3,10,120,130,,125,61,45,45,24,,45,2,2,,2,0.8,0.9,,0.9,2,9,0,5,2,3,1,1,1,3,1,1.75,2.75,38.6,6.6,2.5476,0.611111111,4.2,90.96,-0.46,16.97,89.26,-0.45,16.64,90.11,-0.455,16.805
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2028P0002_847,TMS21F2028P0002,TMS18F1299P0012/TMS14F1285P0006,TMS21F2028,,847,43,,1,,43,7,1,5,5,5,1,0,1,1,0,0,2,0.6,2,7,7,5,5,70,50,55,0,55,50,60,33.3,115,120,135,123.3,83,55,55,42,55,55,1,1,2,1.3,0.5,0.5,0.9,0.6,4,16,0,5,2,3,1,1,1,3,1,4.95,6.15,40.59,14.76,5.991084,0.554054054,11.88,88.39,0.16,15.91,89.56,0.35,15.16,88.975,0.255,15.535
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2019P0011_848,TMS21F2019P0011,TMS18F1327P0021/TMS15F1100P0005,TMS21F2019,,848,43,,1,,43,8,1,5,5,5,1,0,1,1,0,0,2,0.6,1,7,7,5,5,55,45,50,45,40,0,48.3,30,135,140,145,140,84,45,,,45,45,2,,1,1.5,0.8,0.6,0.9,0.8,5,15,0,5,2,3,1,1,1,3,1,6.25,2.55,39.54,6.12,2.419848,0.289772727,15,87.66,0.26,16.41,85.78,0.22,15.32,86.72,0.24,15.865
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2254P0008_849,TMS21F2254P0008,TMS18F1419P0037/?,TMS21F2254,,849,43,,1,,43,9,1,5,5,7,1,0,1,1,0,0,3,1,1,7,9,5,5,85,55,85,60,80,60,83.3,58.3,145,160,155,153.3,111,55,65,59,65,61.7,1,2,1,1.3,0.6,0.8,0.8,0.7,4,17,0,5,2,3,1,1,1,3,1,5.45,11.25,26.57,27,7.1739,0.673652695,13.08,86.01,0.35,14.19,86.65,0.32,15.52,86.33,0.335,14.855
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2252P0041_850,TMS21F2252P0041,TMS18F1279P0006/?,TMS21F2252,,850,43,,1,,43,10,1,5,5,7,1,0,1,1,0,0,2,0.6,0,7,7,5,5,60,50,60,45,60,80,60,58.3,115,115,135,121.7,82,55,45,55,55,51.7,1,1,1,1,0.8,0.9,0.7,0.8,5,31,0,5,2,3,1,1,1,3,1,3.75,9.2,38.5,22.08,8.5008,0.71042471,9,90.04,0.23,17.17,87.68,0.19,16.51,88.86,0.21,16.84
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2241P0039_851,TMS21F2241P0039,TMS18F1095P0041/?,TMS21F2241,,851,43,,1,,43,11,0.8,4,4,3,1,0,1,1,0,0,2,0.8,1,7,7,5,5,45,0,40,0,35,0,40,0,140,135,145,140,79,40,90,26,60,63.3,1,1,2,1.3,1,0.8,1,0.9,4,17,0,5,2,3,1,1,1,3,1,7.45,4.9,31.3,11.76,3.68088,0.396761134,17.88,89.07,-0.03,17.25,88.11,-0.02,16.94,88.59,-0.025,17.095
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2179P0001_852,TMS21F2179P0001,TMS14F1306P0015/TMS18F1299P0012,TMS21F2179,,852,43,,1,,43,12,1,5,4,3,3,1,3,3,1,1,2,1,0,7,7,5,5,50,0,75,0,50,0,58.3,0,160,210,165,178.3,109,,,,,,,,,,0.8,1,0.9,0.9,4,7,0,5,2,3,1,1,1,3,1,4.4,3.25,42.47,7.8,3.31266,0.424836601,10.56,86.31,0.28,14.77,83.91,0.04,13.99,85.11,0.16,14.38
21.GS.C5.CE.STUDENT2.IB,2022,Ibadan,CET,2022-21.GS.C5.CE.1600.IB-rep1-TMS21F2068P0005_853,TMS21F2068P0005,TMS18F1279P0006/TMS18F1269P0003,TMS21F2068,,853,43,,1,,43,13,1,5,5,5,3,1,4,3.5,1,1,3,0.2,0,5,9,3,5,55,0,55,0,55,0,55,0,135,130,115,126.7,86,55,55,22,45,51.7,1,1,1,1,0.4,0.6,0.7,0.6,5,10,0,5,2,3,1,1,1,3,1,5.35,2.55,34.45,6.12,2.10834,0.32278481,12.84,86.89,0.03,15.36,88.57,0.01,15.13,87.73,0.02,15.245
